General Ledger
Business Name: AB Civil Consulting LLC
Tax Filing Name: AB CIVIL CONSULTING LLC
Accounting Basis: Modified Cash
Date Range: 1/1/2025 to 1/31/2026
Report Date: 1/19/2026

Account: Legends Bank Checking 7131,Your balance in Patriot: $16220.81
Date,Type,Description,Amount,Balance
8/2/2025,Imported Transaction,American Express PY *ANYTIME STORAGE,$95.00,$9847.35
8/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$81.00,$9928.35
8/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$9931.30
8/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$10020.30
8/5/2025,Imported Transaction,American Express AIRTABLE.COM/BILL,$289.90,$10310.20
8/5/2025,Imported Transaction,American Express HETZNER ONLINE GMBH GUNZENHAUSEN DE,$127.56,$10437.76
8/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$55.81,$10493.57
8/6/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$159.21,$10652.78
8/6/2025,Imported Transaction,American Express USCREEN.TV,$0.99,$10653.77
8/7/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$57.00,$10710.77
8/7/2025,Imported Transaction,American Express PIPEDRIVE INC,$52.56,$10763.33
8/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$100.00,$10863.33
8/7/2025,Imported Transaction,American Express FS *TECHSMITH,$39.42,$10902.75
8/7/2025,Imported Transaction,American Express FS *TECHSMITH,$32.03,$10934.78
8/7/2025,Imported Transaction,American Express FS *TECHSMITH,-$32.03,$10902.75
8/7/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$10908.23
8/7/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$44.91,$10953.14
8/8/2025,Imported Transaction,American Express REV.COM,$2.00,$10955.14
8/8/2025,Imported Transaction,American Express Dollar General,$18.51,$10973.65
8/8/2025,Imported Transaction,American Express 1PASSWORD TORONTO,$89.91,$11063.56
8/9/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$4.07,$11067.63
8/9/2025,Imported Transaction,American Express SQSP* DOMAIN#1935618NEW,$12.00,$11079.63
8/9/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$18.26,$11097.89
8/10/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$14.01,$11111.90
8/10/2025,Imported Transaction,American Express HUGGINGFACE,$9.00,$11120.90
8/11/2025,Imported Transaction,American Express VERCEL INC.,$20.00,$11140.90
8/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$154.71,$11295.61
8/11/2025,Imported Transaction,American Express RINGCENTRAL INC,$181.76,$11477.37
8/12/2025,Imported Transaction,American Express Dollar General,$6.76,$11484.13
8/13/2025,Imported Transaction,American Express OPENROUTER INC,$26.38,$11510.51
8/13/2025,Imported Transaction,American Express Dollar General,$9.96,$11520.47
8/14/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$11525.95
8/14/2025,Imported Transaction,American Express ON2AIR: BACKUPS,$49.99,$11575.94
8/15/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$11580.93
8/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$11618.29
8/16/2025,Imported Transaction,American Express USPS PO BOXES ONLINE800-344-7779,$210.00,$11828.29
8/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$11904.93
8/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$11941.72
8/17/2025,Imported Transaction,American Express STARLINK INTERNET STARLINK.COM,$120.00,$12061.72
8/18/2025,Imported Transaction,American Express OPENROUTER INC,$10.80,$12072.52
8/18/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$7354.36,$4718.16
8/19/2025,Imported Transaction,American Express PXY VYVE BROADBANRYE BROOK,$69.15,$4787.31
8/20/2025,Imported Transaction,American Express OPENROUTER INC,$26.38,$4813.69
8/20/2025,Imported Transaction,American Express OPENROUTER INC,$26.38,$4840.07
8/20/2025,Imported Transaction,American Express OPENROUTER INC,$52.75,$4892.82
8/20/2025,Imported Transaction,American Express SPARK DUBLIN 2 CO,$79.92,$4972.74
8/20/2025,Imported Transaction,American Express OPENROUTER INC,$26.38,$4999.12
8/20/2025,Imported Transaction,American Express OPENROUTER INC,$31.65,$5030.77
8/21/2025,Imported Transaction,American Express OPENROUTER INC,-$25.00,$5005.77
8/21/2025,Imported Transaction,American Express THE AMSTERDAM LOCAL,$28.36,$5034.13
8/21/2025,Imported Transaction,American Express OPENROUTER INC,-$22.62,$5011.51
8/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$5041.51
8/22/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$5048.50
8/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$5125.15
8/23/2025,Imported Transaction,American Express Dollar General,$10.38,$5135.53
8/24/2025,Imported Transaction,American Express SQSP* DOMAIN#1962694NEW,$12.00,$5147.53
8/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$5163.90
8/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$809.97,$5973.87
8/26/2025,Imported Transaction,American Express PADDLE.NET* TEXTXPANASTORIA,$10.41,$5984.28
8/27/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$6092.44
8/28/2025,Imported Transaction,American Express Dollar General,$28.05,$6120.49
8/29/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$6919.49
8/29/2025,Imported Transaction,American Express Dollar General,$9.96,$6929.45
8/29/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$6936.44
8/30/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$6941.92
8/31/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$6958.33
8/31/2025,Imported Transaction,American Express OUTLINE,$79.00,$7037.33
9/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$7.70,$7045.03
9/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$137.97,$7183.00
9/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$44.49,$7227.49
9/1/2025,Imported Transaction,American Express PDF.CO & ARTIFEX,$24.99,$7252.48
9/1/2025,Imported Transaction,American Express DIGITALOCEAN.COM,$6.00,$7258.48
9/2/2025,Imported Transaction,American Express PY *ANYTIME STORAGE,$95.00,$7353.48
9/2/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$128.12,$7481.60
9/3/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$7484.55
9/3/2025,Imported Transaction,American Express CDE LIGHTBAND,$81.00,$7565.55
9/4/2025,Imported Transaction,American Express Dollar General,$10.38,$7575.93
9/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$7664.93
9/5/2025,Imported Transaction,American Express HETZNER ONLINE GMBH GUNZENHAUSEN DE,$127.77,$7792.70
9/5/2025,Imported Transaction,American Express Dollar General,$10.38,$7803.08
9/5/2025,Journal Entry,American Express ProfilePhoto App,$6.99,$7810.07
9/6/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$219.00,$8029.07
9/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$55.81,$8084.88
9/6/2025,Imported Transaction,American Express DD *DOORDASH DREAMWISAN FRANCISCO,$38.59,$8123.47
9/7/2025,Imported Transaction,American Express PIPEDRIVE INC,$52.56,$8176.03
9/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$90.00,$8266.03
9/8/2025,Imported Transaction,American Express 1PASSWORD TORONTO,$89.91,$8355.94
9/8/2025,Imported Transaction,American Express DD *DOORDASH MCDONALSAN FRANCISCO,$50.89,$8406.83
9/8/2025,Imported Transaction,American Express APIFY* SUBSCRIPTION PRAGUE PR,$39.00,$8445.83
9/9/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$4.07,$8449.90
9/9/2025,Imported Transaction,American Express OPENROUTER INC,$42.20,$8492.10
9/9/2025,Imported Transaction,American Express 2COCOM*AV BEAM,$159.00,$8651.10
9/10/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$14.01,$8665.11
9/11/2025,Imported Transaction,American Express HUGGINGFACE,$9.00,$8674.11
9/11/2025,Imported Transaction,American Express ANTHROPIC,$5.49,$8679.60
9/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$236.52,$8916.12
9/11/2025,Imported Transaction,American Express RINGCENTRAL INC,$181.76,$9097.88
9/11/2025,Imported Transaction,American Express HENLEY ACCOUNTING &,$2862.21,$11960.09
9/11/2025,Imported Transaction,American Express VERCEL INC.,$40.04,$12000.13
9/12/2025,Imported Transaction,American Express FIRECRAWL.DEV,$79.09,$12079.22
9/12/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$12086.21
9/12/2025,Imported Transaction,American Express FIRECRAWL.DEV,$19.00,$12105.21
9/13/2025,Imported Transaction,American Express Best Buy,$17.94,$12123.15
9/14/2025,Imported Transaction,American Express SKOOL.COM,$9.00,$12132.15
9/14/2025,Imported Transaction,American Express ON2AIR: BACKUPS,$49.99,$12182.14
9/16/2025,Imported Transaction,American Express SUPABASE SINGAPORE SG,$25.00,$12207.14
9/16/2025,Imported Transaction,American Express CLOUD 8S95C7 G.CO HELPPAY#,$100.00,$12307.14
9/16/2025,Imported Transaction,American Express Dollar General,$10.38,$12317.52
9/16/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$12322.51
9/16/2025,Imported Transaction,American Express PXY NOTARYLIVENANUET,$25.00,$12347.51
9/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$12384.87
9/17/2025,Imported Transaction,American Express BLUEBEAM INC.,$331.24,$12716.11
9/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$12792.75
9/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$12829.54
9/17/2025,Imported Transaction,American Express OPENROUTER INC,$52.75,$12882.29
9/17/2025,Imported Transaction,American Express STARLINK INTERNET STARLINK.COM,$120.00,$13002.29
9/18/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$5048.50,$7953.79
9/18/2025,Imported Transaction,American Express PXY VYVE BROADBANRYE BROOK,$69.15,$8022.94
9/19/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$8029.93
9/20/2025,Imported Transaction,American Express SPARK DUBLIN 2 CO,$79.92,$8109.85
9/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$8139.85
9/23/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$8145.33
9/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$8221.98
9/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$687.69,$8909.67
9/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$8926.04
9/25/2025,Imported Transaction,American Express 650 INDUSTRIES (EXPOPALO,$19.00,$8945.04
9/26/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$8952.03
9/26/2025,Imported Transaction,American Express PADDLE.NET* TEXTXPANASTORIA,$10.41,$8962.44
9/26/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$9070.60
9/26/2025,Imported Transaction,American Express BITWARDEN,-$76.65,$8993.95
9/27/2025,Imported Transaction,American Express BLUEBEAM INC.,-$331.24,$8662.71
9/29/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$9461.71
9/30/2025,Imported Transaction,American Express OPENROUTER INC,$52.75,$9514.46
9/30/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$9530.87
10/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$137.97,$9668.84
10/1/2025,Imported Transaction,American Express DIGITALOCEAN.COM,$6.00,$9674.84
10/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$52.73,$9727.57
10/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$7.50,$9735.07
10/1/2025,Imported Transaction,American Express OUTLINE,$79.00,$9814.07
10/1/2025,Imported Transaction,American Express PDF.CO & ARTIFEX,$24.99,$9839.06
10/1/2025,Imported Transaction,American Express SQSP* DOMAIN#2035747NEW,$12.00,$9851.06
10/2/2025,Imported Transaction,American Express ADOBE PREMIERE PRO ASAN JOSE,$37.77,$9888.83
10/2/2025,Imported Transaction,American Express Dollar General,$10.38,$9899.21
10/2/2025,Imported Transaction,American Express OPENROUTER INC,$105.50,$10004.71
10/2/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$121.55,$10126.26
10/2/2025,Imported Transaction,American Express PY *ANYTIME STORAGE,$95.00,$10221.26
10/2/2025,Imported Transaction,American Express CLOUD 8T39BS CC GOOGLE.COM,$102.62,$10323.88
10/3/2025,Imported Transaction,American Express CDE LIGHTBAND,$81.00,$10404.88
10/3/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$10411.87
10/3/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$10414.82
10/5/2025,Imported Transaction,American Express HETZNER ONLINE GMBH GUNZENHAUSEN DE,$273.52,$10688.34
10/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$10777.34
10/6/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$219.00,$10996.34
10/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$55.81,$11052.15
10/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$90.00,$11142.15
10/8/2025,Imported Transaction,American Express 1PASSWORD TORONTO,$89.91,$11232.06
10/9/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$3.94,$11236.00
10/9/2025,Imported Transaction,American Express WWW.PERPLEXITY.AI,$21.90,$11257.90
10/10/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$23.89,$11281.79
10/10/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$14.01,$11295.80
10/10/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$11302.79
10/11/2025,Imported Transaction,American Express RINGCENTRAL INC,$182.06,$11484.85
10/11/2025,Imported Transaction,American Express VERCEL INC.,$40.04,$11524.89
10/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$258.20,$11783.09
10/11/2025,Imported Transaction,American Express VIMEO PRO,$328.50,$12111.59
10/12/2025,Imported Transaction,American Express HUGGINGFACE,$9.00,$12120.59
10/14/2025,Imported Transaction,American Express SKOOL.COM,$9.00,$12129.59
10/16/2025,Imported Transaction,American Express SUPABASE SINGAPORE SG,$28.89,$12158.48
10/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$12195.84
10/16/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$12200.83
10/16/2025,Imported Transaction,American Express STARLINK INTERNET STARLINK.COM,$120.00,$12320.83
10/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$12397.47
10/17/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$12404.46
10/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$12441.25
10/18/2025,Imported Transaction,American Express PXY VYVE BROADBANRYE BROOK,$69.15,$12510.40
10/20/2025,Imported Transaction,American Express SPARK DUBLIN 2 CO,$79.92,$12590.32
10/20/2025,Imported Transaction,American Express ANTHROPIC,$5.56,$12595.88
10/20/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$6174.85,$6421.03
10/20/2025,Journal Entry,Reversal of Duplicate Entry for AMEX Payment,$6174.85,$12595.88
10/20/2025,Void Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,$6174.85,$18770.73
10/20/2025,Void Journal Entry,Reversal of Duplicate Entry for AMEX Payment,-$6174.85,$12595.88
10/20/2025,Journal Entry,AMEX Payment  Correction,-$6174.85,$6421.03
10/21/2025,Imported Transaction,American Express AplPay PARK HAPPY LLNASHVILLE,$12.57,$6433.60
10/21/2025,Imported Transaction,American Express FS *TECHSMITH,$15.18,$6448.78
10/21/2025,Imported Transaction,American Express Dollar General,$13.05,$6461.83
10/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$6491.83
10/22/2025,Imported Transaction,American Express TST* NEIGHBORS - GULNASHVILLE,$40.82,$6532.65
10/22/2025,Journal Entry,Paddle.Net*Languatalk 515334,$19.90,$6552.55
10/23/2025,Imported Transaction,American Express Interest Charge on Promotional Balances,$48.42,$6600.97
10/24/2025,Imported Transaction,American Express BOWCOM DRAFTING DESICANTON,$47.50,$6648.47
10/24/2025,Imported Transaction,American Express BOWCOM DRAFTING DESICANTON,$80.00,$6728.47
10/24/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$6735.46
10/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$6751.83
10/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$687.69,$7439.52
10/26/2025,Imported Transaction,American Express PADDLE.NET* TEXTXPANASTORIA,$10.41,$7449.93
10/26/2025,Imported Transaction,American Express 650 INDUSTRIES (EXPOPALO,$19.00,$7468.93
10/26/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$55.75,$7524.68
10/27/2025,Imported Transaction,American Express BLUEBEAM INC.,$569.40,$8094.08
10/27/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$8202.24
10/28/2025,Imported Transaction,American Express Dollar General,$10.97,$8213.21
10/29/2025,Imported Transaction,American Express Dollar General,$10.97,$8224.18
10/29/2025,Imported Transaction,American Express Dollar General,$1.60,$8225.78
10/30/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$9024.78
10/31/2025,Imported Transaction,American Express OUTLINE,$79.00,$9103.78
10/31/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$9120.19
10/31/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$9127.18
10/31/2025,Imported Transaction,American Express WIX.COM 1206493781,$380.19,$9507.37
11/1/2025,Imported Transaction,American Express PDF.CO & ARTIFEX,$24.99,$9532.36
11/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$121.55,$9653.91
11/1/2025,Imported Transaction,American Express DIGITALOCEAN.COM,$6.00,$9659.91
11/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$138.74,$9798.65
11/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$55.19,$9853.84
11/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$8.20,$9862.04
11/2/2025,Imported Transaction,American Express PY *ANYTIME STORAGE,$95.00,$9957.04
11/2/2025,Imported Transaction,American Express ADOBE PREMIERE PRO ASAN JOSE,$37.77,$9994.81
11/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$81.00,$10075.81
11/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$10078.76
11/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$10167.76
11/5/2025,Imported Transaction,American Express AIRTABLE.COM/BILL,$19.84,$10187.60
11/5/2025,Imported Transaction,American Express HETZNER ONLINE GMBH GUNZENHAUSEN DE,$143.36,$10330.96
11/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$55.81,$10386.77
11/6/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$219.00,$10605.77
11/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$90.00,$10695.77
11/7/2025,Imported Transaction,American Express Dollar General,$10.86,$10706.63
11/7/2025,Imported Transaction,American Express PROFILEPHOTO APP,$6.99,$10713.62
11/7/2025,Imported Transaction,American Express Amazon Prime,$196.01,$10909.63
11/8/2025,Imported Transaction,American Express 1PASSWORD TORONTO,$100.16,$11009.79
11/9/2025,Imported Transaction,American Express WWW.PERPLEXITY.AI,$21.90,$11031.69
